date,factor_code,factor_name,factor_group,factor_polarity,factor_score,coverage_ratio,breadth_score,confidence,factor_state,interpretation
2021-09-08,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,53.419269,0.65,0.281266,36.969365,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-09-09,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,43.791482,0.65,0.436872,43.038015,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-09-10,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,25.877449,0.65,0.660261,51.750178,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-09-13,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,29.448857,0.65,0.599861,49.394581,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-09-14,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,27.488544,0.65,0.604657,49.581608,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-09-15,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,44.89547,0.65,0.407308,41.885008,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-09-16,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,55.870163,0.65,0.317911,38.398543,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-09-17,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,34.80922,0.65,0.627065,50.455537,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-09-20,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,13.586582,0.65,0.810193,57.597534,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-09-21,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,12.204722,0.65,0.782556,56.519683,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-09-22,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,17.261541,0.65,0.699218,53.269488,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-09-23,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,22.917782,0.65,0.562833,47.950476,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-09-24,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,29.516961,0.65,0.448668,43.498063,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-09-27,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,17.41641,0.65,0.651672,51.4152,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-09-28,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,1.609861,0.65,0.967803,63.744308,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-09-29,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,4.132782,0.65,0.917344,61.77643,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-09-30,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,1.62043,0.65,0.967591,63.736065,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-01,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,7.716106,0.65,0.845678,58.981438,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-04,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,0.332709,0.65,0.993346,64.740487,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-05,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,6.543027,0.65,0.869139,59.896439,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-06,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,5.931409,0.65,0.881372,60.373501,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-07,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,12.092789,0.65,0.758144,55.567625,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-08,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,16.570046,0.65,0.668599,52.075364,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-11,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,9.952688,0.65,0.800946,57.236904,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-12,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,11.649661,0.65,0.767007,55.913264,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-13,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,13.422245,0.65,0.731555,54.530649,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-14,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,31.307464,0.65,0.527936,46.589501,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-15,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,41.387932,0.65,0.379611,40.804815,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-18,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,55.854648,0.65,0.345508,39.474812,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-19,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,60.59317,0.65,0.446723,43.42218,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-20,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,55.978917,0.65,0.452354,43.64181,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-21,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,50.776044,0.65,0.460573,43.962353,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-22,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,46.613312,0.65,0.459697,43.928199,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-25,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,55.187041,0.65,0.421831,42.451417,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-26,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,70.288594,0.65,0.553847,47.600035,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-27,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,63.87116,0.65,0.508451,45.829594,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-28,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,74.724397,0.65,0.60609,49.637516,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-10-29,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,70.372364,0.65,0.679628,52.505507,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-01,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,76.531604,0.65,0.720515,54.100092,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-02,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,78.169356,0.65,0.659325,51.713678,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-03,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,82.955972,0.65,0.672806,52.239446,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-04,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,84.328787,0.65,0.686576,52.776454,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-05,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,88.172668,0.65,0.763453,55.774681,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-08,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,87.800585,0.65,0.756012,55.484457,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-09,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,85.424669,0.65,0.708493,53.631242,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-10,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,70.868072,0.65,0.477559,44.624811,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-11,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,59.777179,0.65,0.39672,41.472066,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-12,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,65.335205,0.65,0.439699,43.148275,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-15,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,61.777603,0.65,0.390207,41.218055,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-16,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,60.601365,0.65,0.373058,40.549245,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-17,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,55.95084,0.65,0.323869,38.630908,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-18,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,57.022225,0.65,0.28788,37.227329,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-19,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,59.449161,0.65,0.283031,37.038221,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-22,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,45.830224,0.65,0.302022,37.778864,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-23,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,42.986253,0.65,0.315639,38.309912,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-24,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,47.848765,0.65,0.309525,38.07148,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-26,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,19.290452,0.65,0.614191,49.953448,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-29,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,28.747259,0.65,0.443346,43.290493,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-11-30,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,17.032414,0.65,0.659352,51.714717,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-01,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,8.225882,0.65,0.835482,58.583812,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-02,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,14.673768,0.65,0.706525,53.554461,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-03,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,4.649988,0.65,0.907,61.373009,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-06,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,9.032198,0.65,0.819356,57.954885,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-07,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,29.86233,0.65,0.402753,41.707382,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-08,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,36.281106,0.65,0.274378,36.700738,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-09,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,34.474165,0.65,0.310517,38.110151,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-10,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,46.877891,0.65,0.062442,28.435245,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-13,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,35.047781,0.65,0.299044,37.662731,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-14,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,28.138473,0.65,0.437231,43.051991,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-15,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,41.391637,0.65,0.228846,34.924977,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-16,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,33.515558,0.65,0.395447,41.422452,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-17,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,25.405384,0.65,0.553694,47.594058,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-20,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,18.633394,0.65,0.65961,51.724798,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-21,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,39.605283,0.65,0.530074,46.67289,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-22,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,52.196877,0.65,0.409838,41.983673,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-23,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,55.51256,0.65,0.407872,41.907005,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-27,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,72.303722,0.65,0.446074,43.396903,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-28,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,64.68071,0.65,0.411843,42.061882,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-29,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,74.360991,0.65,0.518761,46.231695,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-30,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,78.260504,0.65,0.56521,48.043193,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2021-12-31,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,68.041499,0.65,0.388433,41.148874,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-03,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,77.315796,0.65,0.546316,47.306321,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-04,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,64.69707,0.65,0.293941,37.463715,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-05,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,29.314197,0.65,0.413716,42.134927,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-06,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,28.163619,0.65,0.436728,43.032377,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-07,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,32.696792,0.65,0.346064,39.496503,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-10,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,26.038952,0.65,0.479221,44.689617,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-11,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,40.79304,0.65,0.20366,33.942758,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-12,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,49.643957,0.65,0.140161,31.466269,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-13,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,23.772151,0.65,0.524557,46.457722,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-14,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,33.2574,0.65,0.334852,39.059228,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-18,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,18.617538,0.65,0.627649,50.47832,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-19,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,17.271813,0.65,0.654564,51.527986,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-20,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,0.0,0.65,1.0,65.0,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-21,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,0.0,0.65,1.0,65.0,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-24,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,0.0,0.65,1.0,65.0,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-25,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,0.0,0.65,1.0,65.0,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-26,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,0.0,0.65,1.0,65.0,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-27,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,0.0,0.65,1.0,65.0,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-28,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,0.0,0.65,1.0,65.0,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-01-31,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,2.367783,0.65,0.952644,63.153129,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-02-01,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,7.049641,0.65,0.859007,59.50128,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-02-02,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,11.334714,0.65,0.773306,56.158923,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-02-03,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,5.522049,0.65,0.889559,60.692802,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-02-04,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,10.365465,0.65,0.792691,56.914937,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-02-07,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,11.670859,0.65,0.766583,55.89673,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-02-08,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,17.413621,0.65,0.651728,51.417376,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-02-09,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,21.812429,0.65,0.563751,47.986305,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-02-10,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,8.094267,0.65,0.838115,58.686472,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-02-11,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,2.224986,0.65,0.9555,63.264511,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-02-14,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,1.228641,0.65,0.975427,64.04166,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-02-15,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,15.742379,0.65,0.685152,52.720944,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-02-16,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,21.843017,0.65,0.56314,47.962447,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-02-17,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,13.780112,0.65,0.724398,54.251513,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-02-18,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,18.613051,0.65,0.627739,50.48182,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-02-22,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,13.70455,0.65,0.725909,54.310451,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-02-23,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,12.260992,0.65,0.75478,55.436426,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-02-24,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,24.615276,0.65,0.507694,45.800085,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-02-25,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,38.271594,0.65,0.315338,38.298167,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-02-28,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,27.929018,0.65,0.44142,43.215366,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2022-03-01,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,14.142751,0.65,0.717145,53.968654,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
