date,scenario_code,scenario_name,scenario_name_ko,lens,related_lenses,source_quality,event_or_seed_dependent,phase,layer,structured_score,coverage_ratio,breadth_score,confidence,raw_state,display_state,state_label,top_positive_drivers,top_negative_drivers,market_interpretation_ko
2021-09-09,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,45.143656,0.869565,0.364793,53.815279,WATCH,WATCH,WATCH,"UUP 20d return (+0.0955, z=-1.27) | USD/KRW 20d return (+0.0383, z=-0.51)","SPY 20d return (-0.1970, z=-1.31)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-10,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,29.887048,0.73913,0.615905,56.879266,OFF,OFF,OFF,"UUP 20d return (+0.0908, z=-1.21)","SPY 20d return (-0.3000, z=-2.51) | QQQ 20d return (-0.0997, z=-0.80)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-12,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,60.667922,0.130435,0.213358,6.887153,ACTIVE,PROVISIONAL,ACTIVE,"USD/KRW 20d return (+0.0320, z=-0.43)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-13,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,30.155377,0.869565,0.589761,65.552766,OFF,OFF,OFF,,"SPY 20d return (-0.3000, z=-2.30) | QQQ 20d return (-0.1255, z=-1.00) | TLT 20d return (-0.0678, z=-0.90)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-14,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,35.15774,0.869565,0.656186,69.018423,OFF,OFF,OFF,"USD/KRW 20d return (+0.1190, z=-1.59)","SPY 20d return (-0.3000, z=-3.01) | QQQ 20d return (-0.1447, z=-1.16)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-15,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,47.21094,0.869565,0.505376,61.150065,WATCH,WATCH,WATCH,"UUP 20d return (+0.1159, z=-1.55) | USD/KRW 20d return (+0.1089, z=-1.45)","SPY 20d return (-0.2001, z=-1.33)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-16,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,53.528825,0.869565,0.325797,51.780713,WATCH,WATCH,WATCH,"USD/KRW 20d return (+0.0846, z=-1.13) | UUP 20d return (+0.0827, z=-1.10)","TLT 20d return (-0.0718, z=-0.96)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-17,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,30.551917,0.73913,0.599588,56.155641,OFF,OFF,OFF,"UUP 20d return (+0.0895, z=-1.19)","SPY 20d return (-0.2252, z=-1.50) | TLT 20d return (-0.1152, z=-1.54)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-19,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,61.395216,0.130435,0.227904,7.00099,ACTIVE,PROVISIONAL,ACTIVE,"USD/KRW 20d return (+0.0342, z=-0.46)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-20,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,20.764697,0.869565,0.738813,73.329398,OFF,OFF,OFF,"UUP 20d return (+0.0771, z=-1.03)","SPY 20d return (-0.3000, z=-3.87) | QQQ 20d return (-0.2500, z=-2.25)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-21,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,18.687662,0.869565,0.706512,71.644081,OFF,OFF,OFF,,"SPY 20d return (-0.3000, z=-4.35) | QQQ 20d return (-0.2500, z=-2.83) | TLT 20d return (-0.0702, z=-0.94)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-22,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,20.561963,0.869565,0.618194,67.036186,OFF,OFF,OFF,,"SPY 20d return (-0.3000, z=-3.21) | QQQ 20d return (-0.2500, z=-2.37) | USD/KRW 20d return (-0.0345, z=+0.46)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-23,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,23.819905,0.869565,0.697098,71.152959,OFF,OFF,OFF,,"SPY 20d return (-0.3000, z=-2.24) | QQQ 20d return (-0.2380, z=-1.90) | TLT 20d return (-0.0723, z=-0.96)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-24,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,19.987248,0.73913,0.686763,60.021674,OFF,OFF,OFF,,"SPY 20d return (-0.2403, z=-1.60) | QQQ 20d return (-0.1894, z=-1.52) | TLT 20d return (-0.1172, z=-1.56)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-26,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,37.894697,0.130435,0.242106,7.112134,OFF,OFF,OFF,,"USD/KRW 20d return (-0.0363, z=+0.48)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-27,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,15.135732,0.869565,0.709368,71.793137,OFF,OFF,OFF,,"SPY 20d return (-0.3000, z=-2.42) | QQQ 20d return (-0.2500, z=-2.28) | TLT 20d return (-0.1500, z=-2.03)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-28,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,8.232038,0.869565,0.835359,78.366569,OFF,OFF,OFF,,"SPY 20d return (-0.3000, z=-4.03) | QQQ 20d return (-0.2500, z=-3.88) | TLT 20d return (-0.1500, z=-2.80)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-29,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,4.525699,0.869565,0.909486,82.234054,OFF,OFF,OFF,,"SPY 20d return (-0.3000, z=-3.44) | QQQ 20d return (-0.2500, z=-3.56) | TLT 20d return (-0.1500, z=-2.28)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-30,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,6.385366,0.869565,0.872293,80.293531,OFF,OFF,OFF,,"SPY 20d return (-0.3000, z=-3.94) | QQQ 20d return (-0.2500, z=-3.48) | TLT 20d return (-0.1500, z=-2.27)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-01,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,3.84325,0.73913,0.923135,70.504248,OFF,OFF,OFF,,"SPY 20d return (-0.3000, z=-3.12) | QQQ 20d return (-0.2500, z=-3.00) | TLT 20d return (-0.1500, z=-2.02)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-03,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,23.287556,0.130435,0.534249,9.398469,OFF,OFF,OFF,,"USD/KRW 20d return (-0.0801, z=+1.07)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-04,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,7.503733,0.869565,0.849925,79.126539,OFF,OFF,OFF,,"SPY 20d return (-0.3000, z=-3.58) | QQQ 20d return (-0.2500, z=-3.60) | TLT 20d return (-0.1265, z=-1.69)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-05,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,9.318809,0.869565,0.813624,77.232547,OFF,OFF,OFF,,"SPY 20d return (-0.3000, z=-2.64) | QQQ 20d return (-0.2500, z=-2.97) | TLT 20d return (-0.1274, z=-1.70)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-06,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,9.387768,0.869565,0.812245,77.16059,OFF,OFF,OFF,,"SPY 20d return (-0.3000, z=-2.27) | QQQ 20d return (-0.2500, z=-2.53) | TLT 20d return (-0.1280, z=-1.71)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-07,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,11.556329,0.869565,0.768873,74.897744,OFF,OFF,OFF,,"QQQ 20d return (-0.2500, z=-2.07) | SPY 20d return (-0.2399, z=-1.60) | TLT 20d return (-0.1500, z=-2.56)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-08,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,12.229096,0.73913,0.755418,63.066367,OFF,OFF,OFF,,"QQQ 20d return (-0.2419, z=-1.93) | SPY 20d return (-0.1930, z=-1.29) | TLT 20d return (-0.1500, z=-2.38)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-10,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,23.496146,0.130435,0.530077,9.365821,OFF,OFF,OFF,,"USD/KRW 20d return (-0.0795, z=+1.06)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-11,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,9.845396,0.869565,0.803092,76.683065,OFF,OFF,OFF,,"SPY 20d return (-0.2574, z=-1.72) | QQQ 20d return (-0.2500, z=-2.07) | TLT 20d return (-0.1500, z=-2.61)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-12,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,10.323943,0.869565,0.793521,76.183712,OFF,OFF,OFF,,"QQQ 20d return (-0.2500, z=-2.03) | SPY 20d return (-0.2318, z=-1.55) | TLT 20d return (-0.1500, z=-2.33)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-13,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,12.847607,0.869565,0.743048,73.550324,OFF,OFF,OFF,,"SPY 20d return (-0.2591, z=-1.73) | QQQ 20d return (-0.2448, z=-1.96) | TLT 20d return (-0.1336, z=-1.78)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-14,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,29.725172,0.869565,0.488374,60.263001,OFF,OFF,OFF,,"QQQ 20d return (-0.1814, z=-1.45) | SPY 20d return (-0.1316, z=-0.88) | TLT 20d return (-0.1087, z=-1.45)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-15,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,36.441975,0.73913,0.29442,42.622114,OFF,OFF,OFF,,"QQQ 20d return (-0.1186, z=-0.95) | TLT 20d return (-0.1096, z=-1.46) | SPY 20d return (-0.0121, z=-0.08)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-17,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,78.677556,0.130435,0.573551,9.706052,STRESS,PROVISIONAL,STRESS,"USD/KRW 20d return (+0.0860, z=-1.15)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-18,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,54.389369,0.869565,0.370026,54.08831,WATCH,WATCH,WATCH,"SPY 20d return (+0.1257, z=+0.84) | USD/KRW 20d return (+0.0933, z=-1.24)","TLT 20d return (-0.1276, z=-1.70)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-19,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,59.968486,0.869565,0.49937,60.836681,WATCH,WATCH,WATCH,"SPY 20d return (+0.1857, z=+1.24) | USD/KRW 20d return (+0.1340, z=-1.79)","TLT 20d return (-0.1500, z=-2.11)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-20,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,57.174146,0.869565,0.500241,60.882119,WATCH,WATCH,WATCH,"SPY 20d return (+0.1423, z=+0.95) | USD/KRW 20d return (+0.1260, z=-1.68)","TLT 20d return (-0.1500, z=-2.47)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-21,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,49.380098,0.869565,0.317627,51.35444,WATCH,WATCH,WATCH,"SPY 20d return (+0.0744, z=+0.50) | USD/KRW 20d return (+0.0722, z=-0.96)","TLT 20d return (-0.1261, z=-1.68)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-22,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,47.222394,0.73913,0.282928,42.112451,WATCH,PROVISIONAL,WATCH,"SPY 20d return (+0.0551, z=+0.37)","TLT 20d return (-0.0729, z=-0.97) | QQQ 20d return (-0.0710, z=-0.57)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-24,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,83.187719,0.130435,0.663754,10.411991,STRESS,PROVISIONAL,STRESS,"USD/KRW 20d return (+0.0996, z=-1.33)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-25,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,61.002862,0.869565,0.368232,53.99473,ACTIVE,ACTIVE,ACTIVE,"USD/KRW 20d return (+0.1431, z=-1.91) | SPY 20d return (+0.1127, z=+0.75)","TLT 20d return (-0.0668, z=-0.89)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-26,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,78.25385,0.869565,0.577372,64.906387,STRESS,STRONG,STRESS,"SPY 20d return (+0.2644, z=+1.76) | USD/KRW 20d return (+0.1500, z=-2.64) | QQQ 20d return (+0.1068, z=+0.85)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-27,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,81.351392,0.869565,0.627028,67.497104,STRESS,STRONG,STRESS,"SPY 20d return (+0.2152, z=+1.43) | USD/KRW 20d return (+0.1500, z=-2.20) | QQQ 20d return (+0.1203, z=+0.96)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-28,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,89.353819,0.869565,0.787076,75.847463,STRESS,STRONG,STRESS,"SPY 20d return (+0.3000, z=+2.46) | QQQ 20d return (+0.1734, z=+1.39) | USD/KRW 20d return (+0.1500, z=-2.23)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-29,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,81.066833,0.73913,0.621337,57.120147,STRESS,PROVISIONAL,STRESS,"SPY 20d return (+0.2877, z=+1.92) | QQQ 20d return (+0.1662, z=+1.33) | UUP 20d return (+0.0611, z=-0.81)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-11-01,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,85.654616,0.869565,0.713092,71.987425,STRESS,STRONG,STRESS,"SPY 20d return (+0.3000, z=+2.56) | QQQ 20d return (+0.2500, z=+2.05) | USD/KRW 20d return (+0.1016, z=-1.35)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
